index,sentence_1,sentence_2,calculated_similarity,actual_similarity
23,"If you happen to see me before I return, please remind me to wait.",If you should see me before I get back...please ask me to wait.,0.9362808465957642,1.0
24,Why have you not yet told them?,Why haven't you told them yet?,0.7377532124519348,1.0
25,I'm more comfortable when it is raining.,i'm actually more comfortable when it's raining.,0.8668292164802551,1.0
26,The Romans had a special kind of enclosure known as glirarium used to rear dormice for the table .,The Romans had a special place to keep dormice which was called a glirarium .,0.6789924502372742,0.969
27,It's leo's and I don't like leo.,it's leo's.......... :( i hate leo.,0.38815608620643616,0.969
28,Because Pittsburgh is wonderful and everyone wishes they could live there.,because pittsburgh is awesome and everyone wishes they lived there!,0.8420423269271851,0.969
29,"When I tried again, I was able to juggle.","When i went back to it, i was able to juggle!",0.738726794719696,0.969
30,"Have you ever watched the movie ""Robin Hood:Prince of Thieves""?",ever watched the movie 'Robin Hood; Prince of Thieves'?,0.9030119180679321,0.969
31,i was kidding about the gilligans baby thing...promise!,I was kidding about the gilligants baby thing.,1.0,0.969
32,Two dogs are peeing at a red fire hydrant.,Two dogs are urinating on the red fire hydrant.,0.8607671856880188,0.969
33,I had a big breakthrough on that skirt I was working on.,I've made some progress with the skirt I'm working on.,0.7159651517868042,0.969
34,The population was 127 at the 2000 census .,The population is 127 people as of 2000 .,0.6738099455833435,0.969
35,"Do not fall for a girl, rather, let girls fall for you.",P.S : Dont fall for a girl.. let girls fall for you!!,0.9860484600067139,0.969
36,It was supposed to be such a great moment for me as a dad.,"for me as a father, it should have been an amazing moment.",0.8424635529518127,0.969
37,"George , Eliza , and Harry have also obtained their freedom after crossing into Canada .","George , Eliza , and Harry have finally reached Canada and become free .",0.5523314476013184,0.969
38,"I've been a good boss, though, haven't I?","but I was a good boss, right?",0.7392270565032959,0.969
39,We had a great time in Vegas!,We had a blast in Vegas!,0.4576965868473053,0.969
40,It is sometimes referred to as the trunk .,Some people also call it the trunk .,0.5956646800041199,0.969
41,"Yes, I am a girl and I like video games.",and yes i am a girl who likes video games.,0.8222668766975403,0.969
42,I have just learned that I am pregnant and I am blaming you.,I just found out I am pregnant and it is your fault!!!,0.6902400851249695,0.969
43,"It matters tremendously to you, this, doesn't it?","it's very important to you, isn't it?",0.5429654121398926,0.969
44,"John Schneider has aged gracefully, I loved him on the show 'Dukes of Hazzard!'",John Schneider has aged very well...i loved him on The Dukes of Hazzard!,0.8511213660240173,0.969
45,"Also, men mature later then women.","Also, men mature later than woman.",0.8476062417030334,0.969
46,It makes it worse that no one will just say it.,it's just worse if nobody just says it.,0.8243417739868164,0.969
47,"Then, in twenty minutes, gather at the runway.","gathering on the runway, in 20 minutes.",0.7075493931770325,0.969
48,It is still up in the air.,it is still a toss up..,0.5609331727027893,0.969
49,Yes I remember that it was very good.,Yea I remember it..it was pretty good,0.8378744125366211,0.969
50,"If they ask for money, tell them no. No agent should be paid until you have received the work.","(if they ask for money, you say no.... no agent gets paid until you have gotten work.",0.8821718096733093,0.969
51,And there are large numbers of these cells making up the nervous system.,the nervous system is comprised of a huge number of cells.,0.6996623873710632,0.969
52,That song will be played by guys to their girl friends.,And guys will play that song for their girlfriend or something.,0.8287481069564819,0.969
53,Croatia begins countdown to historic EU entry,Croatia countdowns to joining EU,0.37682753801345825,0.969
54,I enjoy when the Underdog wins.,I like when the underdog wins.,0.49649035930633545,0.969
55,Green Lantern to be reintroduced as gay by DC Comics,Green Lantern to be relaunched as gay superhero,0.6162207126617432,0.969
56,Moffitt said the results need to be replicated in another study before testing of individuals for presence of the long or short versions of the gene will be pursued.,Professor Moffitt said the results needed to be replicated before pursuing testing of individuals for the presence of the long or short versions of the gene.,0.9135443568229675,0.969
57,The study of these creatures has been my life's work.,I've spent my entire life studying these creatures.,0.5644161701202393,0.969
58,The man is eating.,A man is eating food.,0.7809281945228577,0.969
59,"The blind man said, ""I see,"" as he picked up his hammer and saw.","I see, said the blind man, as he picked up his hammer and saw.",0.9347246885299683,0.969
60,The man and two young boys jump on a trampoline.,A man and two boys jump on a trampoline.,0.9357088208198547,0.969
61,Greyhound does a good job at transporting people to different places.,Greyhound is pretty good at getting you places you need to go.,0.6250208020210266,0.969
62,"He kept the gun raised, and although it was shaking, it was still pointing in David's direction.","the gun was still pointed, and though his hand was trembling, he was aiming virtually permanently at David.",0.8833934664726257,0.969
63,The number of my father's friends amazes me.,I'm surprised how many friends my father had.,0.6820095777511597,0.967
64,I very much enjoy Billy Talent. They are one of my favorite groups.,"I just love Billy Talent, they are one of my favourites.",0.8046143054962158,0.967
65,Two women posing with a baby.,Two smiling women holding a baby.,0.5435260534286499,0.938
66,"Best of luck completing your task. If you get the answer right, you can earn 5 more points.",Good Luck and it would be worth another 5 points if you get your answer right?,0.8320498466491699,0.938
67,"Their address is: 47483 Conneticut Dr, Nashville.",they live on 47483 conneticuit drive in nashville,0.23640796542167664,0.938
68,He claims to desire a pair of sunglasses.,He says he wants a pair of sunglasses!,0.48836442828178406,0.938
69,"Keep searching in different areas. There are decent, enjoyable women out there.","keep looking in different places, there are decent, fun, women out there...",0.7820221781730652,0.938
70,I was supposed to go to the movies and go-kart racing on my prom night.,on my prom night i was supposed to go to the movies and go go kart racing!,0.8776652812957764,0.938
71,"Close up, the shale pieces looks rather lovely.",close-up pieces of shale look quite nice.,0.8477946519851685,0.938
72,About 60 Crushed to Death in Ivory Coast Stampede,61 dead in Ivory Coast stampede,0.3424432575702667,0.938
73,Not any more than any other female.,No more than any other girl !,0.7469328045845032,0.938
74,"I disagree, I love ER and Wildfire!","No, I love ER.. and Wildfire!",1.0000001192092896,0.938
75,Coldplay is becoming popular really quickly.,coldplay is really coming up fast!,0.5343001484870911,0.938
76,"The sequel , Pikmin 2 , was released in 2004 .",Pikmin had a sequel called Pikmin 2 in 2004 for the GameCube as well .,0.6254367232322693,0.938
77,A woman and man are dancing in the rain.,A man and woman are dancing in rain.,0.981610894203186,0.938
78,Jamun trees start flowering from March to April .,The Jamun tree starts flowering in March-April .,0.8472269177436829,0.938
79,Cottontail rabbits show a greater resistance to myxomatosis than European rabbits .,Cottontail rabbits do not get the disease myxomatosis as easily as European rabbits .,0.74742192029953,0.938
80,Me and my friends used to love getting manicures.,my friends and I loved going out for a manicure.,0.8389313220977783,0.938
81,The second answer was I just went to the toilet and I got a Tampax.,the 2nd answer was : i just went to the toilet and i got a tampax.,0.957733690738678,0.938
82,Bishan currently has 3 shopping centres .,Bishan has three shopping centers .,0.666081428527832,0.938
83,"All right, who's ready for some banana-peanut butter pancakes?","okay, who wants banana pancakes with peanut butter?",0.4844239354133606,0.938
84,"I read somewhere, a new movie will be coming out 2008, or next year.",i read somewhere a new movie will be coming out next year or 2008.,0.9661934971809387,0.938
85,One woman is measuring another woman's ankle.,A woman measures another woman's ankle.,0.7500829696655273,0.938
86,It might be genetic or he might like dark colored make-up on his nose.,maybe its genetic...or maybe he likes dark makeup on his nose!!!,0.7310441732406616,0.938
87,I like Tess but Jessica is too much of a goody-goody!,"I like Tess,Jessica is to goody goody!",0.41297444701194763,0.938
88,Pittodrie Stadium is a football stadium situated in the Scottish city of Aberdeen .,"Pittodrie Stadium is a stadium in Aberdeen , Scotland .",0.8828434944152832,0.938
89,Do nt feel bad. My son is 31 and still single.,"Dont feel bad, my son is 31 and still single.",0.7587762475013733,0.938
90,A good website to resell your books is half.com.,half.com is a great website to sell your books!,0.8378286957740784,0.938
91,"Flowers, normally roses, and a box of candy.",flowers normally roses and a thing of candy!,0.33829987049102783,0.938
92,I'm going to get you safely out of Rome.,I'll take you from Rome to safety.,0.6252935528755188,0.938
93,"Well, here's a slipknot site www.Pulseofthemaggots.com.",um well here is a slipknot site www.pulseofthemaggots.com !!,0.6662956476211548,0.938
94,Your questions do not make any sence.,your questions dont make no sense!!!!!!,0.8120870590209961,0.938
95,"It depends, do you really want to meet him?",it depends if you really want to meet him.,0.9038833379745483,0.938
96,The Flat Earth model is a view that the Earth 's shape is a flat plane .,The idea of a flat Earth is that the surface of the Earth is flat .,0.8416847586631775,0.938
97,Fluoxetine is an antidepressant of the selective serotonin reuptake inhibitor class .,Fluoxetine is a one of a group of antidepressants called selective serotonin reuptake inhibitors .,0.9083827137947083,0.938
98,You already made your decision.,you already made your decision....it's over.,0.9503197073936462,0.938
99,"Amsterdam is just a load of bloody prostitutes, isn't it?","there's only a bunch of prostitutes in Amsterdam, right?",0.41778862476348877,0.938
100,Syrian opposition offers Assad truce in Homs for duration of Ramadan,Syrian opposition offers Assad's forces truce for duration of Ramadan,0.9032696485519409,0.938
101,I like that song if it is the right song.,I LIKE THAT SONG IF IT'S THE RIGHT SONG ;),0.0,0.938
102,Obama Praises Mandela 'Inspiration',Obama hails Mandela's inspiration effect,0.0,0.938
103,Make yourself happy before anyone else!,Make urself happy before anyone else!,0.7948333024978638,0.938
104,KL shares remain higher mid-afternoon,KL shares continue uptrend mid-afternoon,0.5866987109184265,0.938
105,Autograph also refers to a person 's signature .,An autograph can also mean someones signature .,0.5207241177558899,0.938
106,Game Maker is a Windows computer program originally developed by Mark Overmars in the Delphi programming language .,Game Maker is a program for Windows - An operating system - which was made first by Mark Overmars .,0.663485586643219,0.938
107,No wonder Edward was reacting this way.,it was no surprise that Edward reacted like that.,0.747066080570221,0.938
108,I am not sure if you need saxophone or piano music.,"Not sure if you needed sax or piano music, anyway.",0.8938769698143005,0.938
109,Keifer performed well as Jack Bauer.,"Yeah, Keifer does a great job as Jack Bauer!!",0.40394866466522217,0.938
110,"By 1850 , Strauss was calling himself Levi .",By 1850 he had adopted the name `` Levi Strauss '' .,0.5175327658653259,0.938
111,Take him aside and tell him how you truly feel.,take him aside and tell him how u truly feel,0.9586483240127563,0.938
112,Fred Hoyle is credited with coining the term Big Bang during a 1949 radio broadcast .,Fred Hoyle called the theory the `` Big Bang '' on his radio show .,0.6128529906272888,0.938
113,Snowden sees 'no chance' for US fair trial,"Snowden sees ""no chance"" to get fair trial in U.S.",0.8859528303146362,0.938
114,I believe it could have been more dramatic.,I think it could have been more dramatic!,0.951011061668396,0.938
115,"A minimum wage is the lowest hourly , daily or monthly wage that employers may legally pay to employees or workers .",The minimum wage is the least amount of money that employees of a business can be paid .,0.7607690691947937,0.938
116,I'm black and found it funny.,I'm black and found it hilariously funny!!!,0.7406656742095947,0.938
117,"Artists ' brushes are usually given numbered sizes , although there is no exact standard for their physical dimensions .","Artists ' brushes usually have sizes with numbers , but there is no standard .",0.8727813363075256,0.938
118,"I don't know, sorry but she has got a great voice and my favorite song by her is Breakaway.",i dunno sorry but she has got a great voice and my favorite song by her is breakaway,0.9553483128547668,0.938
119,Federer Wins 7th Wimbledon Title,Federer captures 7th Wimbledon title,0.49715912342071533,0.938
120,You ought to begin your life anew.,you should start your life a new.,0.887535572052002,0.938
121,"At the 2006 census , Euroa had a population of 2,776 .","In 2006 there were 2,776 people living in the town .",0.5169489979743958,0.938
122,I had a lot of help from Jack Daniels.,Jack Daniels helped me a lot.,0.5554128885269165,0.938
123,How can I go about winning her back?,How do i win her back?,0.7562764883041382,0.938
124,The implementation of the Directive's provisions on sanctions against employers needs to be supported and monitored.,"it will need to monitor and control the implementation of the Directive, which sets out penalties for employers.",0.6938320994377136,0.938
125,Denkova & Staviski are the first Bulgarian figure skaters to medal at the World Figure Skating Championships .,"Denkova and Staviski are the first Bulgarian skaters to win Worlds , which they did in 2006 and 2007 .",0.7304579019546509,0.938
126,Xenon is the only element which has nine stable isotopes .,"For example , xenon has 9 isotopes .",0.5838295221328735,0.938
127,Seeing you is gonna make your grandmother very happy.,grandma will be happy to see you.,0.7225294709205627,0.938
128,People like and desire the unattainable.,People like and want what they can't have.,0.6288741827011108,0.938
129,"Matthew McConaughey, and I am not even gay.",matthew mcchanughey.. and i aint even gay!,0.34456777572631836,0.938
130,This year's search for bodies has produced twenty bodies.,twenty bodies have been found this year.,0.770211398601532,0.938
131,I have no clue as to why people are giving rude answers.,i don't know why all the people keep giving rude answers.,0.8344670534133911,0.938
132,A gas station that costs$ 2.52 and nine-tenths a gallon.,A gas station name m&h with gas the price of$ 2.52.,0.8469204902648926,0.933
133,Michelle Obama To Star In Parks And Recreation,Michelle Obama to appear on 'Parks and Recreation',0.0,0.933
134,"I'm not accusing him of being anything but shrewd and ambitious, after all.","after all, I blame him nothing more than cunning and ambition.",0.706423282623291,0.933
135,"The Asiatic Salamanders are primitive salamanders found all over Asia , and in European Russia .",The Asiatic Salamanders are a primitive kind of salamanders that can be found throughout Asia .,0.879503071308136,0.906
136,Wedding Crashers and the 40 year old virgin.,Wedding Crashers and 40 Year-Old Virgin.,0.0,0.906
137,"You are the brother of Ragnar Lothbrok, are you not?","you're Ragnar Lothbrok's brother, aren't you?",0.0,0.906
138,"To answer your question, any big city. Just ask a cab driver.","To answer your question, any big city.................just ask a cab driver.",0.9999999403953552,0.906
139,"We're already two million, two over the original budget.",we have exceeded the original budget by 2.2 million.,0.5075111985206604,0.906
140,I would like to hear your side of the story.,i want to hear ur side,0.7442835569381714,0.906
141,I wanted to see how people would react.,in because i wanted to see how people would react.,0.9430637955665588,0.906
142,"If you do not, there is a reason why you do no.","If you don't, is there a reason you don't.",0.9101524353027344,0.906
143,People always want things that they cannot obtain.,People always want what they can't have.,0.8654622435569763,0.906
144,"Just looking at those pictures, it's got to be rough.",it must have been hard to examine the pictures.,0.6576807498931885,0.906
145,US believes Syrian government used chemical weapons,US suspects Syria used chemical weapons,0.7390075325965881,0.906
146,To get over to the other side.,To get to the toher side,0.6224133372306824,0.906
147,"Track fault disrupts train service between Raffles Place, Marina Bay",Train service disrupted between Raffles Place and Marina Bay,0.7272198796272278,0.906
148,I do not know anything about her father,I dont know about her father.,0.7922775745391846,0.906
149,Hamming can detect and correct single-bit errors and also can detect double-bit errors .,"With hamming codes it is possible to correct one-bit errors , and to detect two-bit errors .",0.8322334885597229,0.906
150,"Living On A Prayer."" Bon Jovi",Livin On A Prayer Bon Jovi,0.0,0.906
151,A swimmer is doing the backstroke in the swimming pool.,a person doing the back stroke in a swimming pool,0.6955152153968811,0.906
152,"Ew, Bridgette's drinking from the milk carton.",phew Bridgette drinks milk right out of the box.,0.6409643888473511,0.906
153,I'm looking forward to reading the rest of the series.,I look forward to reading the rest in this series.,0.9183564782142639,0.906
154,"Using the ""Just Say No"" motto depends on the circumstances.",Just say No Depends what you're saying no to.,0.4450884461402893,0.906
155,This book was a lot of fun.,** spoiler alert ** This was a really fun book.,0.4330371618270874,0.906
156,I had a nervous stomach because he frightened me.,I had butterflies in my stomach b/c he scared me.,0.8001222014427185,0.906
157,I think you need to wait until you become mature enough to handle this situation.,"If you can't handle it, wait until you are mature enough.",0.938321053981781,0.906
158,This shall also include a management plan for the sewage sludge.,the waste sludge management plan is also included.,0.691993236541748,0.906
159,"Around 12 AM , the plant released methyl isocyanate gas and other toxins , resulting in the exposure of over 500,000 people .","On 3 December 1984 , the plant released 42 tonnes of toxic methyl isocyanate gas , exposing more than 500,000 people to toxic gases .",0.7853986620903015,0.906
160,You need to get an agent and make sure you get paid before paying anyone else.,Get an agent...and don't pay anyone until you get paid.,0.911099374294281,0.906
161,If you know the third 1/18; please share it with me!,"if you know the third 1/18, PLEASE share with me!!!",0.9290936589241028,0.906
162,"Often, the nervous system collapses after that type of humiliation.","after such humiliation, the nervous system will collapse.",0.7286249399185181,0.906
163,"Dude, you gotta hook me up with a new phone.","man, I need a new phone from you.",0.4898605942726135,0.906
164,"It is not easy, but it is well worth it.","Definately is not easy, but is well worth it!",0.9543353915214539,0.906
165,Raimond Aumann was a German footballer .,Raimond Aumann is a former German football player .,0.6477460861206055,0.906
166,North Korea fires three short-range missiles,N. Korea fires short-range missiles,0.9254794716835022,0.906
167,The answer is because you enjoy being in the presence of that person.,THE ANSWER IS B'CUZ YOU FEEL GOOD HAVING THAT PERSON WITH YOU.,0.0,0.906
168,It's funny and zany in a way that only Terry Pratchett can be.,"Clever and wonderful, as only Terry Pratchett can be.",0.5965158343315125,0.906
169,I like Sinatra for classical performances and Buble for revivals.,Sinatra for classics and Buble for revivals...,0.7673963308334351,0.906
170,"It's like, gross, yet oddly delicious.","it's disgusting, but at the same time, weirdly tasty.",0.6050889492034912,0.906
171,"You are aware of the curfew, I presume.",I assume you know about the curfew.,0.5942510366439819,0.906
172,The first time I gazed upon his green eyes!,the first time I saw his green eyes!,0.7160847783088684,0.906
173,They are neither taxes nor public prices.,it is not a tax or public price.,0.7503683567047119,0.906
174,"I said, ""Okay, you two, take off.","fine, you two get out of here now,"" I told them.",0.5758999586105347,0.906
175,"During the hearing, Morales expressed ""sincere regrets and remorse"" for his actions.","Morales, who pleaded guilty in July, expressed ""sincere regret and remorse"" for his crimes.",0.734787106513977,0.906
176,Would you like to see a movie with me on Friday?,i was wondering if you wanted to go see a movie with me on friday?,0.8627407550811768,0.906
177,Sandro Salvadore was an Italian footballer .,Sandro Salvadore is a former Italian football player .,0.629987359046936,0.906
178,The Assembly set the end of its term for 29 September 1791 .,The National Assembly decided that it would stop governing France on 29 September 1791 .,0.5811768174171448,0.906
179,"capital offenses in iran include murder, rape, armed robbery, apostasy, blasphemy, serious drug trafficking, repeated sodomy, adultery, prostitution, treason and espionage.","capital offenses in iran include murder, rape, armed robbery, serious drug trafficking and adultery.",0.8668779134750366,0.906
180,Adhesive tape can be one of many varieties of backing materials coated with an adhesive .,Adhesive tape is a tape that is coated with adhesive and used to stick objects together .,0.7873073220252991,0.906
181,"It is also the subject of a documentary , Satanis .","A whole documentary , Satanis was also made about it in 1970 .",0.7267379760742188,0.906
182,"It's a five-year lease, 50 grand a month... ....my name on it.","we have a mortgage, five more years... 50,000 a month.",0.20210780203342438,0.906
183,It does not matter whether the woman admits to liking you or not.,It doesnt matter if the girl admits if she likes u or not.,0.8482648730278015,0.906
184,I can't wait to read the next one in the series.,Can't wait to read the next one.,0.8628324866294861,0.906
185,I didn't even have a pet as a child.,we didn't have an animal when I was a kid.,0.6117522716522217,0.906
186,The dose of these medicines may need to be adjusted by your doctor.,your doctor may need to adjust your medication.,0.6367963552474976,0.906
187,I loved it and it was a really good movie.,i loved it is was a realy good movie.,0.8462846279144287,0.906
188,A person folds a tortilla.,A man folds a tortilla.,0.7590562701225281,0.906
189,You are too young to date or be in love.,To young to date or be in love!,0.8787729740142822,0.906
190,Why not stop talking and get a life.,How about not talking and getting a life !,0.7259326577186584,0.906
191,"At the 2006 census , Eugowra had a population of 535 .","In 2006 , 535 people lived in Eugowra .",0.48910534381866455,0.906
192,A stronghold is a strongly fortified defensive structure .,Stronghold means castle or any other strongly fortified place .,0.5312201380729675,0.906
193,"That is the key, and the rest will follow.",all the rest will follow soon.,0.765872597694397,0.906
194,"All right, I've got the talking pillow now.","okay, now I have a talking pillow.",0.6161384582519531,0.906
195,"I can not see it myself, but I have had quite a few people say it now.",I can't see it myself but i've had quite a few people say it now.,0.9560272097587585,0.906
196,"No, I apologize; all I know is that it was a good movie.","no, sry, all i know was that it was a good movie",0.9081328511238098,0.906
197,One important piece of advice: do not have a friend do it.,"One thing, don't have a friend do it.",0.829200267791748,0.906
198,One is dead and the other is from a different time period.,hmmmm ones dead and the others from a different time period?,0.5868378281593323,0.906
199,"At the time , Oakland seemed an unlikely venue for a professional football team .",Oakland was a unlikely city to have a professional American football team .,0.807924747467041,0.906
200,"You try to forget everything good, and remember everything bad.","you just try to forget everything good, and remember everything bad.",0.9802640676498413,0.906
201,It is up to your boyfriend to tell her.,Your bf should be the on telling her.,0.6542563438415527,0.906
202,I'll talk to the son of a- Foyle!,I want to talk to this son-of-a-Foyle!,0.6135244965553284,0.906
203,The orchestra 's reputation increased most prominently during the music directorship of Serge Koussevitzky .,Serge Koussevitzky was their conductor for many years and made them a world-class orchestra .,0.6185756921768188,0.906
204,I definitely believe that there is a 'special someone' for everyone!,I think their is a 'special someone' for everyone!,0.7688204646110535,0.906
205,"Born in Vienna , Schidlof fled Austria for England following the Nazi Anschluss in 1938 .","Schidlof was born in Vienna , but had to leave Austria when the Nazis came .",0.6736649870872498,0.906
206,Pachycephalosaurus is a genus of pachycephalosaurid dinosaur .,Pachycephalosaurus was a member of the Pachycephalosaurid family .,0.26816144585609436,0.906
207,My number is lost. May I have yours?,"lost my number,can i get yours!",0.3789537847042084,0.906
208,Its county seat is Clarksdale .,It 's capital is Clarksdale .,0.2630784809589386,0.906
209,I do not think it matters what your race is.,"i dont think it matters if your white, black, purple, yellow, etc.",0.8657400608062744,0.906
210,"That is just as I should hope, Mr Tulkinghorn.","that's what I'm hoping for, Mr. Tulkinghorne.",0.39481738209724426,0.906
211,He's got the ball. He's going on the run.,he got the ball and he's running.,0.6493755578994751,0.906
212,a boy plays with a noodle by the pool.,A boy plays with a foam noodle toy by a pool.,0.7598938941955566,0.906
213,"This book could have been written better, but it's still nothing to complain about.","So even though the book didn't really ""wow"" me, I still enjoyed reading it.",0.7250276803970337,0.906
214,I suggest you watch all of it again.,why don't you watch it all over again.,0.8019841909408569,0.906
215,"@Lustig Andrei, So Lyndon Johnson and John Kennedy were compatible?","@edgarblythe, So Lyndon Johnson and John Kennedy were compatible?",1.0,0.906
216,The Doctor's got them back in their quarters already.,the doctor had already sent them to his quarters.,0.6658051609992981,0.906
217,"To borrow a phrase from Holden Caufield, ""phonies"".",Taking a word from Holden Caulfield here...Phonies,0.5594982504844666,0.906
218,It becomes visible when it breathes fire.,"when he's spitting fire, then you can see it.",0.5353617072105408,0.906
219,"At the 2006 census , Beveridge and the surrounding area had a population of 1,192 .","In 2006 there were 1,192 people living in Beveridge and the local area .",0.6959981918334961,0.906
220,I really don't know; it's a random guess.,i dono jus a random guess,0.545893132686615,0.906
221,"Charlotte Eagles is an American professional soccer team based in Charlotte , North Carolina , United States .","The Charlotte Eagles are a soccer club that plays in Charlotte , North Carolina .",0.6574353575706482,0.906
222,The village suffered major congestion until the bypass was built in the 1960s .,In the 1960 's a bypass was built to go around the village .,0.8317021727561951,0.906
223,"So come to New York right away, Mark. Please, do it for me.","Mark, if you care about me a little, come to New York.",0.7490698099136353,0.906
224,"Drusilla Jane ""DJ"" Jaco is a deputy sentinel of New Orleans.",DJ is employed as the deputy sentinel of New Orleans.,0.7684144377708435,0.906
225,He leads the Ranger team we're sending in.,he's leading the Rangers team going there.,0.6833934187889099,0.906
226,"Similar to how I alphabetize my CD collection, certain things have to be done in a particular way.",Like I alphabetize my CD collection and certain things have to be just so.,0.882687509059906,0.906
227,"The only thing that you can tell by his looks, is that he is hot amd that you want him!",the only thing you can tell by looking at him is if hes hot and you want him!!!!,0.8653832674026489,0.906
228,@realDonaldTrump I hope and pray you get the nomination. America needs a man with a backbone! And one that can't be bought!,@realDonaldTrump Stay the course! You can win! The USA needs your leadership and competence!,0.6451843976974487,0.906
229,"He would have wanted you to have this, honey.","he'd want you to have it, darling.",0.8453606367111206,0.906
230,But the prime minister told the BBC he wasn't bothered by polls and that he would continue to do what he believed to be right.,"He said he wasn't bothered by polls and that he would continue to do what he believed to be right, in both foreign and domestic policy.",0.9507189989089966,0.906
231,Give Palmela and her five sisters a phone call.,Call up Palmela and her five sisters.,0.5795227289199829,0.906
232,"If you make her feel comfortable, then she will like you.",So u make her feel comfortable then she will like u.,0.878553032875061,0.906
233,Then you can call anywhere you want.,then presto you can call anywhere you want.,0.9509299993515015,0.906
234,I think it is called After Dark by Tito and Tarantula.,I think it is After Dark - Tito & Tarantula.,0.8304693698883057,0.906
235,"Be yourself, show them you care for them.",be yourself bro and show them you like and care for them.,0.8812733292579651,0.906
236,All in all this is a wonderful book.,"I found myself smiling through out the whole book, and not many books can do that for me.",0.7350496053695679,0.906
237,The name was originally used in reference to pesos oro or pesos plata .,The name comes from the spanish words pesos oro or pesos plata .,0.9091387987136841,0.906
238,Just tell them you are sorry and leave with the other people.,just say srry and go off with some other ppl.,0.773564338684082,0.9
239,Invite her to your home and watch a pornographic movie together.,invite her over and pop in a porno,0.6658027768135071,0.9
240,"Tomorrow night, we're actually, seriously, throwing a party, if you wanna come.","seriously, we're having a party tomorrow night.",0.4469791650772095,0.9
241,"Hey, guys, um, there's pizza in there if you want some.","if you want, there's pizza inside.",0.8439409732818604,0.9
242,It is just not what I am interested in.,it's just not my cup of tea,0.46286627650260925,0.875
243,"To retrieve lines, I suggest you go to www.rapbattles.com.",go to www.rapbattles.com that is a good website to get lines,0.5302990674972534,0.875
244,"Rachel, on the other hand... I don't know.","on the other side, I'm not so sure about Rachel.",0.6808262467384338,0.875
245,"People may engage in oral sex as part of foreplay before sexual intercourse , or during or following intercourse .","Sometimes oral sex is performed as a way of getting ready for intercourse , but it may be done as an alternative to intercourse .",0.8213860392570496,0.875
246,Who's to say it could not be bought by someone else?,who knows that someone else hasn't bought it?,0.7261765599250793,0.875
247,"Just say, ""I just want to now! Do you like me as a friend, or something more?",just say i just want to now!Do u like me as a friend or something more?,0.9501305818557739,0.875
248,Frank Gardiner An Australia bushranger of the 19th century .,Frank Gardiner was a famous Australian bushranger .,0.6001705527305603,0.875
249,"He's had a heart attack... fairly minor, but a heart attack nevertheless.","it was small, but it was a heart attack.",0.5126672387123108,0.875
250,"Excuse me, but perhaps you misunderstand me.","I'm sorry, but I don't think you understood me.",0.7636472582817078,0.875
251,"The devil's going to rip you a new lifestyle every time, lol.",":) The devil's going to rip you a new lifestyle, everytime.",0.8625091314315796,0.875
252,that's my two cents any way.,But that is just my two cents!,0.6312867999076843,0.875
253,Is your girlfriend there permanently?,But is your girlfriend there to stay?,0.9493220448493958,0.875
254,Non-inferiority to sevelamer carbonate was determined at week 12.,"in week 12, non-inferiority was found against sevelamer-carbonate.",0.5353383421897888,0.875
